source,target,weight
George Collector Mackaness,E. David,1
George Collector Mackaness,E. J. Brady,1
George Collector Mackaness,E. M. Miller,1
George Collector Mackaness,E. Shackleton,1
George Collector Mackaness,E. V. Timms,1
George Collector Mackaness,Eleanor Dark,1
George Collector Mackaness,Ernestine Hill,1
George Collector Mackaness,Eve Langley,1
George Collector Mackaness,F. Clune,1
George Collector Mackaness,F. D. Davidson,1
George Collector Mackaness,Furnley Maurice,1
George Collector Mackaness,G. A. Wilkes,1
George Collector Mackaness,Gilbert Mont,1
George Collector Mackaness,H. Lawson,1
George Collector Mackaness,H. M. Green,1
George Collector Mackaness,H. V. Evatt,1
George Collector Mackaness,Hugh Anderson,1
George Collector Mackaness,J. A. Ferguson,1
George Collector Mackaness,J. A. Lyons,1
George Collector Mackaness,J. H. Scullin,1
George Collector Mackaness,J. McAuley,1
George Collector Mackaness,J. S. Neilson,1
George Collector Mackaness,J. W. Wright,1
George Collector Mackaness,Jack Lindsay,1
George Collector Mackaness,K. I. Mackenzie,1
George Collector Mackaness,K. Slessor,1
George Collector Mackaness,Kate Baker,1
George Collector Mackaness,L. Haylen,1
George Collector Mackaness,Louis Esson,1
George Collector Mackaness,M. Franklin,1
George Collector Mackaness,M. H. Ellis,1
George Collector Mackaness,M. Harris,1
George Collector Mackaness,Mary Durack,1
George Collector Mackaness,Mary Gilmore,1
George Collector Mackaness,P. Hasluck,1
George Collector Mackaness,P. Mander-Jones,1
George Collector Mackaness,R. D. Fitzgerald,1
George Collector Mackaness,R. G. Menzies,1
George Collector Mackaness,R. H. Croll,1
George Collector Mackaness,R. R. Garran,1
George Collector Mackaness,Rosemary Dobson,1
George Collector Mackaness,S. A. Rosa,1
George Collector Mackaness,S. H. Prior,1
George Collector Mackaness,Steele Rudd,1
George Collector Mackaness,T. Inglis Moore,1
George Collector Mackaness,W. Crowther,1
George Collector Mackaness,Walter Murdoch,1
George Essex Evans,Mary Ann Owen,1
George Henry Haydon,Thomas Bury,1
George Henry Haydon,William Ker,1
George Johnston,Robert B. Goodman,1
George Mackaness,Arthur Phillip,1
George Mackaness,George Mackaness',1
George Robertson,A. B. Paterson,1
George Robertson,A. G. Stephens,1
George Robertson,Christopher Brennan,1
George Robertson,David Scott Mitchell,1
George Robertson,Edmund Barton,1
George Robertson,Henry Lawson,1
George Robertson,J. A. Ferguson,1
George Robertson,J. F. Archibald,1
George Robertson,J. P. Abbott,1
George Robertson,John Ferguson,1
George Robertson,Langer Owen,1
George Robertson,Marie Corelli,1
George Robertson,Nellie Melba,1
George Robertson,W. Clinton,1
George Robertson,W. D. M. Merewether,1
George Robertson,W. M. Hughes,1
Gerald G Gerald Gill Firth,Gerard Gill Firth,1
Gerald G Gerald Gill Firth,L.F. Giblin,1
Gerald G Gerald Gill Firth,Roland Wilson,1
Gerald OCollins,Gerald Glynn O'Collins,1
Gerald OCollins,Gerald O'Collins,1
Gerald OCollins,Patrick McMahon,1
Geraldine Eardley Turner,Eardley Turner,1
Gervas Huxley,Gervas Huxley,1
Gillian Bouras,Arthur John Hicks',1
Gillian Bouras,Curtis Brown,1
Gillian Bouras,Dr Gwyneth M. Dow,1
Gillian Bouras,Elizabeth Boleman-Herring,1
Gillian Bouras,George Bouras,1
Gillian Bouras,Hilary McPhee,1
Gillian Bouras,John McLaren,1
Gillian Bouras,Kate Grenville,1
Gillian Bouras,MS Acc04.172,1
Gordon Neil Stewart,Jack Beasley,1
Gordon Neil Stewart,Neil Stewart,1
Graham Howitt Wilkinson,Muriel Wilkinson,1
Graham Perkin,0.96 m,1
Graham Perkin,Edwin Graham Perkin,2
Graham Perkin,Ron Armstrong,1
Gus ODonnell,District Officer,1
Gus ODonnell,Gus O'Donnell,1
Gus ODonnell,Leonie O'Donnell,1
Guy Innes,Henry Handel Richardson,1
Gwen Harwood,Frank Kellaway,1
Gwen Harwood,Gwen Harwood AO,2
Gwen Harwood,J.R. Sergeant,1
Gwen Harwood,Louis Johnson,1
Gwen Harwood,Thomas Riddell,1
Gwen Harwood,Vivian Smith,1
Gwen Meredith,Ainsworth Harrison,1
Gwen Meredith,Beatrice Davis,1
Gwen Meredith,Charles Goldsmith,1
Gwen Meredith,Charles Moses,1
Gwen Meredith,F. D. Clewlow,1
Gwen Meredith,Frank Zeppel,1
Gwen Meredith,Gladys Bluett,1
Gwen Meredith,James Pratt,1
Gwen Meredith,John Bluett,1
Gwen Meredith,John Douglas,1
Gwen Meredith,Leslie Rees,1
Gwen Meredith,W. Cousins,1
Gwen Stockfeld,Avril McBurnie,1
Gwen Stockfeld,Brian Stockfeld,1
Gwen Stockfeld,Catherine Eldridge,1
Gwen Stockfeld,David Eldridge,1
Gwen Stockfeld,David Stockfeld,1
Gwen Stockfeld,Doris Brisbane,1
Gwen Stockfeld,Dorothy Meissner,1
Gwen Stockfeld,Elizabeth Eldridge,1
Gwen Stockfeld,Iris Stockfeld,1
Gwen Stockfeld,James Eldridge,1
Gwen Stockfeld,Ken Eldridge,1
Gwen Stockfeld,Margaret Murray,1
Gwen Stockfeld,Marian Eldrige,1
Gwen Stockfeld,Rebecca Stockfeld,1
Gwen Stockfeld,Sue Stockfeld,1
Gwen Stockfeld,Ted Ford,1
Gwen Stockfeld,nee Stott,1
Gwen WalkerSmith,Christina Stead,1
Gwen WalkerSmith,David Meale,1
Gwen WalkerSmith,Gwendolen Florence Walker-Smith,1
Gwen WalkerSmith,Jean Saxelby,1
Gwen WalkerSmith,NLA MS 8617,1
H B Henry Baynton Gullett,Barbara Baynton,1
H B Henry Baynton Gullett,Geelong Grammar,1
H B Henry Baynton Gullett,Henry Baynton Somer,1
H B Henry Baynton Gullett,Henry Somer,1
H B Henry Baynton Gullett,Jo Gullett,1
H B Henry Baynton Gullett,Lady Headley,1
H B Henry Baynton Gullett,Lady Penelope Gullett,1
H Duncan Hessel Duncan Hall,Albert Einstein,1
H Duncan Hessel Duncan Hall,Billy Hughes,1
H Duncan Hessel Duncan Hall,Daniel Mannix,1
H Duncan Hessel Duncan Hall,F. A. Todd,1
H Duncan Hessel Duncan Hall,H. Duncan Hall,2
H Duncan Hessel Duncan Hall,H. Lauterpacht,1
H Duncan Hessel Duncan Hall,H.M. Green,1
H Duncan Hessel Duncan Hall,Hessel Duncan Hall,1
H Duncan Hessel Duncan Hall,J.C. Smuts,1
H Duncan Hessel Duncan Hall,John Anderson,1
H Duncan Hessel Duncan Hall,John Le Gay Brereton,1
H Duncan Hessel Duncan Hall,Lord Baillieu,1
H Duncan Hessel Duncan Hall,NLA MS 7229,1
H Duncan Hessel Duncan Hall,Robert Menzies,1
H Duncan Hessel Duncan Hall,W. Yandell Elliott,1
H F Hesba Fay Brinsmead,0.96 m,1
H F Hesba Fay Brinsmead,Hesba Fay Pixie Brinsmead,1
H F Hesba Fay Brinsmead,Peter Seeger,1
H F Hesba Fay Brinsmead,R. Ramberger,1
H Henrietta DrakeBrockman,Frank Johnson,1
H Henrietta DrakeBrockman,Geoff Drake-Brockman,1
H Henrietta DrakeBrockman,Harley Davison,1
H Henrietta DrakeBrockman,J. Fergusson-Stewart,1
H Henrietta DrakeBrockman,Martin E. Jull,1
H Henrietta DrakeBrockman,Myra Morris,1
H Henrietta DrakeBrockman,Roberta Jull,1
H Henrietta DrakeBrockman,Stuart Sayers,1
H J Harold James Oliver,Harold James Oliver,1
H J Harold James Oliver,John Ford,1
H J Harold James Oliver,Robert Howard,1
H J Harold James Oliver,William Shakespeare,1
H W Harold Welbourn King,H.W. King,1
Hal Porter,Donald Friend,1
Hal Porter,Joy Robinson,1
Hal Porter,Richard Griffin,1
Hans Mol,MS Acc00.203,1
Harold Stewart,Carmen Blacker,1
Harold Stewart,Christopher Brennan Award,1
Harold Stewart,Dorothy Green,1
Harold Stewart,Ern Malley,1
Harold Stewart,Harold Frederick Stewart,1
Harold Stewart,Harold Stewart,1
Harold Stewart,Heinz Karrer,1
Harold Stewart,Henry Horwege,1
Harold Stewart,James McAuley,1
Harold Stewart,Max Harris,1
Harold Stewart,Michael Heyward,1
Harold Stewart,Milton Moon,1
Harold Stewart,Mrs Jauncey,2
Harold Stewart,Mrs M. Jauncey,1
Harold Stewart,Peter Kelly,1
Harold Stewart,Peter Talbot Wilcox,1
Harold Stewart,Ruth Niland,1
Harold Stewart,T. Graham Fisher,1
Harry Cooke,E. Bedford,1
Harry Cooke,M. Fraser,1
Harry Cooke,Mrs Cooke,1
Harry Glathe,Lao Tze,1
Harry Hastings Pearce,Alfred John Jarvis,1
Harry Hastings Pearce,Bernard O'Dowd,1
Harry Hastings Pearce,E.J. Turner,1
Harry Hastings Pearce,Edward Harrington,1
Harry Hastings Pearce,Henry Lawson,1
Harry Hastings Pearce,John Shaw Neilson,1
Harry Hastings Pearce,John Shaw Neilson',1
Harry Hastings Pearce,Marie Pitt,1
Harry Hooton,Inferno Quarterley,1
Harry Hooton,John Hargrave,1
Harry Hooton,Leslie Hedley,1
Hazel De Berg,Daryl Lindsay,1
Hazel De Berg,Hazel de Berg,1
Hazel De Berg,Ian Fairweather,1
Hazel De Berg,John Thompson,1
Hazel De Berg,Mary Lisle,1
Hazel De Berg,Patrick White,1
Hazel De Berg,Ray Lawler,1
Hazel De Berg,Rodney A. Milgate,1
Heather Radi,Roger B. Joyce,1
Heather Radi,Samuel Griffith,1
Helen Daphne Armstrong,Helen Armstrong,1
Helen Daphne Armstrong,Millicent Armstrong,1
Helen Ester,Melanie Beresford,1
Helen Garner,Joe Cinque,1
Helen Heney,Dark Moon,1
Helen Heney,Henry Gullett,1
Helen Heney,John Ramsden Lyall,1
Helen Heney,L. A. B. Heney,1
Helen Heney,Paul Edward Strzelecki,1
Helen Heney,T. W. Heney,1
Helen Irving,Tessa Milne,1
Henry C James,George G. Harrap,1
Henry C James,Henry James,1
Henry E Henry Ernest Boote,Andrew Fisher,1
Henry E Henry Ernest Boote,Henry Boote,1
Henry E Henry Ernest Boote,Henry Handel Richardson,1
Henry E Henry Ernest Boote,P.R. Stephensen,1
Henry E Henry Ernest Boote,Photographs of Boote,1
Henry E Henry Ernest Boote,Queensland Worker,1
Henry G Henry George Lamond,Colin Watts,1
Henry G Henry George Lamond,John Garvin,1
Henry G Henry George Lamond,Matthew Henry Marsh,1
Henry Handel Richardson,E. Purdie,1
Henry Handel Richardson,Ethel F. L. Robertson,1
Henry Handel Richardson,Ethel Florence Lindesay Richardson,1
Henry Handel Richardson,Harry Price,1
Henry Handel Richardson,Harry Price Library,1
Henry Handel Richardson,Henry Handel Richardson,1
Henry Handel Richardson,J.G. Robertson,1
Henry Handel Richardson,Jacob Schwartz,1
Henry Handel Richardson,Lucie Daye,1
Henry Handel Richardson,Mary Kernot,1
Henry Handel Richardson,Maurice Guest,1
Henry Handel Richardson,Maurice Guest',1
Henry Handel Richardson,"Mfm G 22,962-Mfm G 22,991",1
Henry Handel Richardson,Mitchell Library,1
Henry Handel Richardson,Mrs Robertson,1
Henry Handel Richardson,Neils Lyhne,1
Henry Handel Richardson,Oliver Stonor,1
Henry Handel Richardson,Paul Solanges,1
Henry Handel Richardson,W.L. Richardson,1
Henry Handel Richardson,Walter Lindesay Richardson,1
Henry J Cowan,Henry J. Cowan,1
Henry Kendall,Frederick C. Kendall,1
Henry Kendall,Henry Kendall,1
Henry Kendall,Mrs E.K. Bowden,1
Henry Kendall,Nettie M. Bowden,1
Henry Kendall,Thomas Kendall,1
Henry Lawson,Frank Reid,1
Henry Lawson,Geoffrey Cains,1
Henry Lawson,George Robertson,2
Henry Lawson,Grace McManus,1
Henry Lawson,H.A. Potts,1
Henry Reynolds,Edmund Barton,1
Henry Reynolds,John Reynolds,1
Henry Reynolds,Joy Damousi,1
Henry Reynolds,Margaret Lyne,1
Henry Reynolds,Margaret Reynolds,1
Henry Reynolds,Marilyn Lake,1
Henry Reynolds,Mark McKenna,1
Herbert Feith,Anton Lucas,1
Herbert Feith,Betty Feith,1
Herbert Feith,Herb Feith,1
Herbert Feith,Herbert Feith,1
Herbert Mishael,Bert Mishael,1
Herbert Mishael,Beryl Halinboing,1
Herbert Mishael,Daryl Lindsay,1
Herbert Mishael,Irene Dowesing,1
Herbert Mishael,John Hetherington,1
Herbert Mishael,Judah Waten,1
Herbert Mishael,Wilfred Burchett,1
Hercules George Robert Sir Robinson,Government House,1
Hercules George Robert Sir Robinson,Henry Halloran,1
Hercules George Robert Sir Robinson,Hercules George Robert Robinson,1
Hercules George Robert Sir Robinson,Hercules Robinson,1
Hercules George Robert Sir Robinson,Lady Robinson,1
Hertha Lady Hay,Arthur Thomas Erroll Hay,1
Hertha Lady Hay,Hertha Louise,1
Hertha Lady Hay,John Erroll Audley Hay,1
Hertha Lady Hay,Lady Hay,1
Hertha Lady Hay,Lady Hertha,1
Hertha Lady Hay,Lady Hertha Hay,1
Hertha Lady Hay,Martin Boyd,1
Hilary Cohen,Eric Rolls,1
Hilary Cohen,Frank Kellaway,1
Hilary McPhee,Drusilla Modjeska,1
Hilary McPhee,Electoral Lobby,1
Hilary McPhee,Helen Garner,1
Hilary McPhee,MS Acc13.059,1
Hilary McPhee,MS Acc13.076,1
Hilary McPhee,MS Acc13.089,1
Hilary McPhee,Pan Macmillan,1
Hilary McPhee,Patricia Edgar,1
Hilary McPhee,Tim Burstall,1
Hilda Abbott,Charles Lydiard Abbott,1
Hilda Abbott,Edmund de Rothschild,1
Hilda Abbott,Hilda Abbott,1
Hilda Abbott,Hudson Fysh,1
Hilda Abbott,Keith Officer,1
Hilda Abbott,Keith Walter,1
Hilda Abbott,Lady Gowrie,1
Hilda Abbott,Mrs Abbott,1
Hilda Abbott,Robert Garren,1
Honor Thwaites,Alexander Dennis,1
Honor Thwaites,Celia Scott,1
Honor Thwaites,George Fraser,1
Honor Thwaites,Henry Purcell,1
Honor Thwaites,Honor Thwaites',1
Honor Thwaites,MS Acc09.71,1
Honor Thwaites,Michael Thwaites,1
Honor Thwaites,Michael Thwaites',1
Honor Thwaites,Terence A. Williams,1
Honor Thwaites,Vladimir Petrov,1
Hope Hewitt,Lenox Hewitt,1
Horace Stelling,David Rowbotham,1
Horace Stelling,Donald M. Erb,1
Horace Stelling,Ernest G. Moll,1
Horace Stelling,Ernest Moll,1
Horace Stelling,George Mackaness,1
Horace Stelling,Nieva Moll,1
Horace Stelling,Professors Hyde,1
Horace Stelling,Sydney Jephcott,1
Howard E Howard Ernest Williams,Douglas Galbraith,1
Howard E Howard Ernest Williams,Dr Williams,1
Howard E Howard Ernest Williams,John Latham,1
Howard E Howard Ernest Williams,Lady Latham,2
Howard E Howard Ernest Williams,Lady White,1
Hugh Anderson,Colin Roderick,1
Hugh Anderson,Ellie Pullin,1
Hugh Anderson,Hugh Anderson,1
Hugh Anderson,John Meredith,1
Hugh Anderson,John S. Ryan,1
Hugh Anderson,Pan Books,1
Hugh Anderson,Ure Smith,1
Hugh McCrae,Autograph MSS,1
Hugh McCrae,Mitchell Library,1
Hugh Stretton,Allan Patience,1
Hugh Stretton,Barry Hill,1
Hugh Stretton,Bettina Cass,1
Hugh Stretton,David Donnison,1
Hugh Stretton,Derry Jeffares,1
Hugh Stretton,Don Watson,1
Hugh Stretton,H.C. Coombs,1
Hugh Stretton,Inga Clendinnen,1
Hugh Stretton,Israel Getzler,1
Hugh Stretton,Ivan Szelenyi,1
Hugh Stretton,Jack Smart,1
Hugh Stretton,James Friguglietti,1
Hugh Stretton,John Langmore,1
Hugh Stretton,Ken Inglis,1
Hugh Stretton,Mark Peel,1
Hugh Stretton,Martin Rein,1
Hugh Stretton,Michael Young,1
Hugh Stretton,Pat Stretton,1
Hugh Stretton,Paul Streeton,1
Hugh Stretton,Peter Munz,1
Hugh Stretton,Richard Kennedy,1
Hugh Stretton,Sol Encel,1
Hugh V Hugh Vincent Clarke,Hugh Clarke,1
Humphrey McQueen,Ben McGuire,1
Humphrey McQueen,Bernard Smith,1
Humphrey McQueen,Brian Laver,1
Humphrey McQueen,Bruce McFarlane,1
Humphrey McQueen,Caroline Lurie,1
Humphrey McQueen,Chris Wallace-Crabbe,1
Humphrey McQueen,Clem Christesen,1
Humphrey McQueen,Dorothy Green,1
Humphrey McQueen,Euan Upston,1
Humphrey McQueen,Graham Rowlands,1
Humphrey McQueen,Greg Mackie,1
Humphrey McQueen,Henry Mayer,1
Humphrey McQueen,Humphrey McQueen,1
Humphrey McQueen,Jack Mundey,1
Humphrey McQueen,Jenny Darling,1
Humphrey McQueen,Joan Kerr,1
Humphrey McQueen,Judy McQueen,1
Humphrey McQueen,Kathy Bail,1
Humphrey McQueen,Kathy Lette,1
Humphrey McQueen,Lindsay Fraser,1
Humphrey McQueen,Neil Beckhaus,1
Humphrey McQueen,Nicholas Pounder,1
Humphrey McQueen,Nick Jose,1
Humphrey McQueen,Peter Curtis,1
Humphrey McQueen,Peter Lyssiotis,1
Humphrey McQueen,Ruth Blair,1
Humphrey McQueen,Sarah de Jong,1
Humphrey McQueen,Stephen McDonald,1
Humphrey McQueen,Ted Reithmuller,1
Humphrey McQueen,Tom Fitzgerald,1
Humphrey McQueen,Tom Roberts,1
Humphrey McQueen,Tony Twigg,1
Humphrey McQueen,Walter Struve,1
Hutchinson Co Publishers Ltd,Russell Braddon,1
Ian D Gust,Ian Gust,1
Ian D Gust,Neal Blewett,1
Ian Templeman,Ian Neil Templeman,1
Ian Templeman,John Macgregor,1
Ian Templeman,MS Acc03.016,1
Ian Turner,Peter Lalor,1
Inez Baranay,Barbara Mobbs,1
Inez Baranay,CM Ketkar,1
Inez Baranay,Catherine Hanan,1
Inez Baranay,Daniel Stephenson,1
Inez Baranay,Daniela Benussi,1
Inez Baranay,Eda Zahl,1
Inez Baranay,Fran Siegel,1
Inez Baranay,Frank Moorhouse,1
Inez Baranay,Isobelle Carmody,1
Inez Baranay,Jeff Buchanan,1
Inez Baranay,Jenny Pausacker,1
Inez Baranay,Joan Long,1
Inez Baranay,John Paramor,1
Inez Baranay,Lynn Sellwood,1
Inez Baranay,Matthew Curlewis,1
Inez Baranay,Mick Young,1
Inez Baranay,Nicolette Stasko,1
Inez Baranay,Penny Chapman,1
Inez Baranay,Phillip Retsky,1
Inez Baranay,Robert Ray,1
Inez Baranay,Sheila Power,1
Inez Baranay,Sidonie Scott,1
Inez Baranay,Vicki Molloy,1
Inez Baranay,Zigmund Michalowski,1
Iris Milutinovic,Stephen Murray-Smith,1
Isla aBeckett Marsh,Barbara Baynton,1
Isla aBeckett Marsh,C.H. Chomley,2
Isla aBeckett Marsh,Eliza Chomley,1
Isla aBeckett Marsh,Evelyn Waugh,1
Isla aBeckett Marsh,H.G. Elliott C.B,1
Isla aBeckett Marsh,Katharine Susannah Prichard,1
Isla aBeckett Marsh,Lady Headley,1
Isla aBeckett Marsh,Laurie Taylor,1
Isla aBeckett Marsh,Martin Boyd,1
Isla aBeckett Marsh,Penleigh Boyd,1
Isla aBeckett Marsh,R.L. Outhwaite,1
Isla aBeckett Marsh,T.T. a'Beckett,1
Isla aBeckett Marsh,Terry O'Neill,1
Isla aBeckett Marsh,Warrick Gould,1
Isla aBeckett Marsh,a'Beckett Marsh,1
Ivan Southall,Alec Bolton,1
Ivan Southall,Barbara Hunger,1
Ivan Southall,Barbara Kerr Wilson,1
Ivan Southall,Bluey Truscott,1
Ivan Southall,David Harris,1
Ivan Southall,Elizabeth Southall,1
Ivan Southall,Family History,1
Ivan Southall,Ivan Francis Southall,1
Ivan Southall,Ivan Southall,1
Ivan Southall,Jennifer Rowe,1
Ivan Southall,John Abernethy,1
Ivan Southall,Joy Southall,1
Ivan Southall,Judith Fisher,1
Ivan Southall,MS Acc15.075,1
Ivan Southall,Margaret Giumelli,1
Ivan Southall,Marilyn Malin,1
Ivan Southall,Moira Thomas,1
Ivan Southall,Nina Demourova,1
Ivan Southall,Norma Jean Sawicki,1
Ivan Southall,Orie Muta,1
Ivan Southall,Patrick Hardy,1
Ivan Southall,Susan Hirchman,1
Ivan Southall,Susan Hirswich,1
Ivan Southall,Susan Southall,2
J A C James Austin Copland Mackie,Hubert Opperman,1
J A C James Austin Copland Mackie,James Austin Copland,1
J A C James Austin Copland Mackie,Jamie) Mackie,1
J A Joseph Aloysius Alexander,Cecil Sharpley,1
J A Joseph Aloysius Alexander,Eric Ashby,1
J A Joseph Aloysius Alexander,J.A. Alexander,1
J A Joseph Aloysius Alexander,J.J. Maloney,1
J A Joseph Aloysius Alexander,John Gale,1
J A Joseph Aloysius Alexander,Joseph A. Alexander,1
J A Joseph Aloysius Alexander,Joseph Aloysius Alexander,1
J A Joseph Aloysius Alexander,St Patrick,1
J B James Bristock Brigden,Dorothy Brigden,1
J B James Bristock Brigden,Leslie Campbell-Brown,1
J B John Bradley Hirst,John Bradley Hirst,1
J C Jack C Horner,Bill Gammage,1
J C Jack C Horner,F.G. Engel,1
J C Jack C Horner,Faith Bandler,1
J C Jack C Horner,Jack Horner,1
J C Jack C Horner,Jean Horner,1
J C Jack C Horner,Lex Grey,1
J C Jack C Horner,Monica Clare,1
J D John Dashwood Holmes,Voltaire Molesworth,1
J D John David Legge,John Legge,1
J D John David Legge,Max Crawford,1
J G Joseph Gabriel Starke,H.V. Evatt,1
J G Joseph Gabriel Starke,John Farquharson,1
J G Joseph Gabriel Starke,Joseph Gabriel,1
J Griffyth James Griffyth Fairfax,Arthur Galton,1
J Griffyth James Griffyth Fairfax,Born Sydney,1
J Griffyth James Griffyth Fairfax,C. B. Fairfax,1
J Griffyth James Griffyth Fairfax,Dennis Wheatley,1
J Griffyth James Griffyth Fairfax,Dorothea MacKellar,1
J Griffyth James Griffyth Fairfax,E. de Lelincount,1
J Griffyth James Griffyth Fairfax,Ernest Thesiger,1
J Griffyth James Griffyth Fairfax,Eva Fowler,1
J Griffyth James Griffyth Fairfax,G. Y. Gordon,1
J Griffyth James Griffyth Fairfax,Henry Lucy,1
J Griffyth James Griffyth Fairfax,J. G. Fairfax,1
J Griffyth James Griffyth Fairfax,James Fairfax,1
J Griffyth James Griffyth Fairfax,Laurence Bingon,1
J Griffyth James Griffyth Fairfax,Margherita Holmer,1
J Griffyth James Griffyth Fairfax,Maurice Hare,1
J Griffyth James Griffyth Fairfax,O. Shakespeare,1
J Griffyth James Griffyth Fairfax,Richard Pryce,1
J Griffyth James Griffyth Fairfax,Robert Bridges,1
J Griffyth James Griffyth Fairfax,Samuel Hare,1
J Griffyth James Griffyth Fairfax,W. Raleigh Lascelles Abercrombie,1
J H James Howard Catts,Dorothy M. Catts,1
J H James Howard Catts,J.H. Catts,1
J H James Howard Catts,James Howard Catts,1
J H James Howard Catts,Mary Gilmore,1
J H James Howard Catts,Walter Burley Griffin,1
J H James Howard Catts,William Webster,1
J Henniker John Henniker Heaton,John Henniker Heaton,1
J J C John Jamieson Carswell Smart,Antony Flew,1
J J C John Jamieson Carswell Smart,David Armstrong,1
J J C John Jamieson Carswell Smart,David Lewis,1
J J C John Jamieson Carswell Smart,Donald Davidson,1
J J C John Jamieson Carswell Smart,Gilbert Ryle,1
J J C John Jamieson Carswell Smart,John Jamieson,1
J J C John Jamieson Carswell Smart,John Leslie,1
J J C John Jamieson Carswell Smart,R.M. Hare,1
J J C John Jamieson Carswell Smart,W.V. Quine,1
J L O James L O Tedder,Francis Bugotu,1
J L O James L O Tedder,I. Scarle,1
J L O James L O Tedder,Ian Penna,1
J L O James L O Tedder,James L.O. Tedder,1
J L O James L O Tedder,James Tedder,1
J L O James L O Tedder,Jared Diamond,1
J L O James L O Tedder,Kotina Land,1
J L O James L O Tedder,Michael M. Townsend,1
J L O James L O Tedder,Raymond Firth,1
J L O James L O Tedder,T. Russell,1
J M James Mackinnon Fowler,Andrew Fisher,1
J M James Mackinnon Fowler,Bert Thomas,1
J M James Mackinnon Fowler,Hamish Mackinnon,1
J M James Mackinnon Fowler,Harry Chinn,1
J M James Mackinnon Fowler,James Evandale,1
J M James Mackinnon Fowler,James Mckinnon Fowler,1
J M James Mackinnon Fowler,Keith Murdoch,1
J M Joseph Michael Powell,J. M. Powell,1
J Northcote Deck,Grace Deck,1
J Northcote Deck,Harold Cazneaux,1
J Northcote Deck,John Northcote Deck,1
J Northcote Deck,Mary Deck,1
J Northcote Deck,Northcote Deck,2
J Northcote Deck,Queensland Kanaka Mission,1
J Northcote Deck,née Gibson,1
J P Jack Philip McKinney,J.P. McKinney,1
J P Jack Philip McKinney,Jack McKinney,1
J P Jack Philip McKinney,Judith Wright,1
J R James Ralph Darling,Australian Frontier,1
J R James Ralph Darling,Brian Hone,1
J R James Ralph Darling,Bruce Jeffcott,1
J R James Ralph Darling,Charles Moses,1
J R James Ralph Darling,Clem Semmler,1
J R James Ralph Darling,Garfield Barwick,1
J R James Ralph Darling,Geoffrey Fairbaim,1
J R James Ralph Darling,Jack Munster,1
J R James Ralph Darling,Jean Yule,1
J R James Ralph Darling,Josie Alder,1
J R James Ralph Darling,Manning Clark,1
J R James Ralph Darling,Spencer Zifcats,1
J R James Ralph Darling,Stephen Murray Smith,1
J R John Robert Philip,John Robert Philip,1
J R John Robert Philip,Judith Wright,1
J S Joseph Stewart Weatherston,J.S. Weatherston,1
Jack Beasley,A.A. Phillips,1
Jack Beasley,Alan Marshall,1
Jack Beasley,Dorothy Hewett,1
